,review,Complain Label,Emotion,Sentiment,Severity
168,valuable . valuable price average speed,0,joy,positive,non-complaint
169,impressed . compared phone lagging many ways,1,sadness,negative,disapproval
170,ಅತ್ಯುತ್ತಮ ವೇಗ ಒಳ್ಳೆಯದು ಡೇಟಾ ವರ್ಗಾವಣೆ ಲೋಡಿಂಗ್ ವೇಗವಾಗಿರುತ್ತದೆ,0,joy,positive,non-complaint
171,"overall good phone 23500 (under25000) . slim light weight phone. display quality good, 120hz refresh rate good, camera quality also good. battery also good. powerful processor well optimized samsung, good gaming good heavy gamers. play pubg hdr upto 45 fps(ultra) .ram management bit bad. 3.5mm jack ufs2.1 storage. fast charging. fingerprint works fast design also decent. back cover highly recommended plastic back easily get scratches fingerprints. overall phone smooth hand feel also good. recommended side get 25000.",1,joy,positive,disapproval
172,good quality budget phone. . pros: 1) big battery. casual use give battery backup upto half days 2) built qualiy awesome. 3) attarctive price point 10k cons: 1) lcd display produce sharp vivid quality picture 2)very heavy phone (you built muscle use 3 years).:face_with_tears_of_joy::face_with_tears_of_joy: 3) slow phone fueld 4gb 64gb. made india product.(no chinese brand plus point),0,sadness,neutral,non-complaint
173,warranty problem u buy . media could loaded. samsung मेमोरी कार्ड मैंने खरीदा काफी टाइम जल्दी खराब 10 साल गारंटी एंड वारंटी लिखा बट समझ कहां सही होगी बिग बॉस सैमसंग वालों मना हमारे पास सैमसंग पेन ड्राइव एंड मेमोरी कार्ड रिप्लेसमेंट प्रकार सुविधा कंपनी दी अमेजॉन रिक्वेस्ट हूं प्लीज मुझे बताइए मैं उसको कहां रिप्लेस आ हूं samsung se bhi umeed nahin ji ki vah aisa karenge samsung take care brand value mention name product child take care it.,1,sadness,negative,blame
174,good phone per price sagment . camera nice battery quality awesome system ui good ram nice. 6 month use : hangs alot even 4 extra app phone.,0,sadness,negative,disapproval
175,battery power . battery charging fast consumes less power. drawback mirroring/casting videos satisfactory videos tv appeared staggering.,1,sadness,negative,disapproval
176,स्पीकर समस्या। मोबाइल मोबाइल स्पीकर बेकार क्योंकि स्पीकर चिढ़ आवाज निकली फोन स्पीकर बेकार,1,sadness,negative,disapproval
177,ಮೂಲ ಉತ್ಪನ್ನ ಉತ್ತಮ ಗುಣಮಟ್ಟ ಮೂಲ ಉತ್ಪನ್ನ ಉತ್ತಮ ಗುಣಮಟ್ಟ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರವೂ ಉತ್ತಮವಾಗಿದೆ ಹಣಕ್ಕೆ ತಕ್ಕ ಬೆಲೆ ನನಗಿಷ್ಟ,0,joy,positive,non-complaint
178,मोबाइल थोड़ा बड़ा ! . yes,1,sadness,negative,disapproval
179,bought car dash cam. great . using car dash cam. good till date. suitable 1080 hd recording. sure 4k.,0,joy,positive,non-complaint
180,पैसा वसूल। कैमरा निस्संदेह अच्छा है। डिवाइस स्मूथ दिनों उससे उपयोग उपयोग हैं। मैं भारी उपयोगकर्ता हूं जिसमें सारे फोन कॉल यूट्यूब भारी उपयोग है। 6000 एमएएच दमदार बैटरी वजह फोन भारी है। भारी गेम खेलते सब ठीक हम 400mb कम गेम आसानी खेल हैं। महीने उपयोग लिखने वाला स्मूद डिवाइस पसंद है। firesmilingfacewithhearteyes,1,other,neutral,disapproval
181,currepted memory card recevied amazone . know smasung fault amazone fault currepted memory card recevied star rating minus given minus product .,1,sadness,negative,disapproval
182,"safe choice . reliable one, transferred data sd card got error corrupted sd card need format error lost data.",1,sadness,negative,disapproval
183,بہتر ابھی کے لیے۔  ابھی کے لیے اچھا لگتا ہے۔ آئیے امید کرتے ہیں کہ یہ ایک سال کے اندر ٹکڑوں میں نہیں ٹوٹے گا جیسا کہ میں نے Strontium سے خریدا تھا۔ سام سنگ سے بہت زیادہ توقعات۔,0,joy,positive,non-complaint
184,compatible ghz wifi . phone compatible ghz wifi. jiofiber 142 mbps speed wifi network visible phone's wifi. called samsung customer care informed phone connected wifi 2.5 ghz. returning back product.,1,sadness,negative,blame
185,charger working . charger came mobile working. disappointed samsung brand,1,sadness,negative,disapproval
186,"sleek awesome phone. worth money. recommend buy. . finger sensor smart sensitive. phone lock gets opened touching softly. battery charged 100 percent, battery power comes around 40 hrs. 64mp rear / 32mp front camera stunning. lively images cab taken. awesome. worth money.",0,joy,positive,non-complaint
187,"nice phone . purchased 6gb+128gb combination. though knowing processor capacity could less. indeed surprise. 6 gb ram effect clearly visible apps launch fast, scrolling smooth. using 3 days .. initial feedback quite good. also mention delivery - superb!. ordered night 11pm. next day 11am phone me. truly.. kudos amazon team - suppliers, delivery combined. lightning fast.. really nice.",0,joy,positive,non-complaint
188,nice sdcard reasonable price . fast sdcard faster internal storage android device better go high storage capacity phones. can't move game data sdcard realme 3 device. using months without issues.,1,joy,positive,disapproval
189,Samsung M12 निजता जोखिम खरीदें। मोबाइल सारे ब्लोटवेयर है। छँटाई जरूरत है। नाम 1 संपर्क हों संपर्क सूची उपयोग आसान है। महत्वपूर्ण बात विभिन्न अधिसूचनाओं माध्यम खोजना कठिन है। गोपनीयता खतरे क्योंकि हर बार शुरू पावर बटन दबाता तस्वीरें बदलती रहती  जिसका अर्थ हमारे कार्य कहीं रिकॉर्ड किए हैं। मैं फ़िंगरप्रिंट रीडर उपयोग रेट कह है। इसलिए 1 स्टार रेटिंग दी।,1,sadness,negative,disapproval
190,good product . फिगरप्रिन्ट अच्छा बैट्री लाईफ अच्छा चल पिछे कैमरा अच्छा,0,joy,positive,non-complaint
191,super . super,0,joy,positive,non-complaint
192,28.5mbps write speed . definitely 100mbps write speed.. originally purchased seeing speed. tried laptop sd card also within mobile internal memory sd card transfer. maximum write speed got around 25mbps. dont know support 4k. monitor days update review.,1,sadness,negative,disapproval
193,"highly disappointed . got m12 (4 / 64 gb 6000 battery) upgrade m01 core (1 / 16 gb 3000 battery) phone, hope would better ... but: 1. battery despite double size last longer ..... 50-60% only1 day light use (i dont social stuff, 3-5 talks 1-3 messages per day); 2. ringtone message notification choice poor .... import old phone; 3. could download ringtones directly phone, may well problem related google; 4. software friendly, even 1 full day struggle, able locate / access storage card; 5. happy 1 / 16 gb earlier phone never memory usage beyond 60%, guy eats gb 4 gb ram even start even uninstalled ""apps""; 6. one reasons purchasing usb teethering, works fine. bring back good old button phones (with proper software 15 years back, improvement screen / pixels) get rid bloatware. think.",1,sadness,negative,accusation
194,"horrible camera . horrible camera , totally disappointed camera , poor camera bad service amazon. made life miserable exchanging product. bought many mobiles earlier buy site exchange replacement difficult.",1,anger,negative,accusation
195,reality 128gb card . 100% original product samsung made philippines abd original seal also good problem 128gb card sometime fails copying files,1,sadness,negative,disapproval
196,మంచి ఉత్పత్తి మంచి నాణ్యత మార్క్ వరకు సరైన ప్యాకేజింగ్‌తో రండి ఉపయోగించడానికి సులభం నేను దానిని నా కారు డాష్క్యామ్‌లో ఉపయోగిస్తున్నాను ఇది నా అవసరాన్ని తీరుస్తుంది,0,joy,positive,non-complaint
197,"budget mobile ! . model : samsung m12 6gb ram 128 rom (black) bought @ 10,350rs battery life - 8/10 fingerprint, face recognition- 9/10 camera quality-8/10 sound quality- 6/10 (sound quality expected) ram processor - 8/10 cons: • sound quality mark ! • somehow heavy • camera quality good • data cable length short ! • fast charging option didn’t works well ! ( takes time charge )",1,sadness,negative,disapproval
198,मेरी ईमानदार राय है। महीने उपयोग डिवाइस मेरी समीक्षा बदल रही है। मुझे अंत कहना हिरन धमाका है। बढ़िया बैटरी जीवन मैं चाहता हूँ। मैं केवल बुनियादी सोशल मीडिया कॉल उपयोग हूं मेरा बाकी भारी मेरे प्राथमिक डिवाइस जाता है। कैमरा औसत मेरे आईपैड एमपी कैमरा तथाकथित सही 48 एमपी बेहतर शूट है। मेरी सलाह 6 जीबी संस्करण जाएं क्योंकि सिस्टम 25 जीबी अधिग्रहण जाता है। मिलाकर  4☆,1,sadness,negative,disapproval
199,ઝડપ માર્ક અન્ય ખરીદદારો દ્વારા શેર મુજબ પેકિંગ હોલોગ્રામ એડપેટર સાથે કરવામાં આવેલ સ્પીડ ટેસ્ટ મહત્તમ 25mbps મેળવ્યું 1gb ફાઈલ કોપી કરતી વખતે બહુવિધ ફાઈલો સાથે 12mbps ઘટી હકીકતમાં રીડ સ્પીડ 26mbps,1,sadness,negative,disapproval
200,डेटा साझा समस्याएँ। उत्पाद अच्छा लग महीने शुरू वाली समस्याएं आ रही हैं। अन्य डिवाइस डेटा साझा समय हॉटस्पॉट समस्या उत्पन्न हुई। डेटा साझा सका ब्रेक सिग्नल लगातार जारी,1,sadness,negative,disapproval
201,بالکل اس کے قابل۔  توقع کے مطابق کام کرتا ہے، کوئی ہلچل نہیں۔ بہت اچھی پڑھنے لکھنے کی رفتار جیسا کہ UHS کلاس 3 ڈیوائس سے توقع کی جاتی ہے۔ 10 سالہ وارنٹی کو دیکھ کر اطمینان محسوس کریں جس میں نقصان کے تمام ممکنہ منظرنامے شامل ہیں۔ ایمیزون کی طرف سے اپنے کلاؤڈ ٹیل ریٹیلر کے ذریعے فوری ترسیل۔,0,joy,positive,non-complaint
202,yi 4k plusஐ ஆதரிக்காது மதிப்புரைகள் வாங்கிய தயாரிப்பின் விளக்கத்தின் அடிப்படையில் 4k ரெக்கார்டிங்கை ஆதரிக்கிறது ஆனால் எனது yi 4k plus ஆதரிக்கவில்லை,1,anger,negative,disapproval
203,बैटरी अच्छी प्रोसेसर कमजोर  अच्छा फ़ोन प्रोसीकोर वेस्ट,1,sadness,negative,disapproval
204,network voice calls issue . usi g sim airtel bs use m12 call people dont recieve voice could answer calls incoming phone accepting call green button starts call even swapping twice thrice,1,sadness,negative,disapproval
205,खराब फोन कभी इस्तेमाल गया। अब खराब फोन है। निर्माण गुणवत्ता वास्तव खराब है। वसीयत वक्ता आपको नाईट घोड़ी देंगे। हम फोन आपकी जेब बावजूद सुन सकते। स्पीकर कम हैं। मैं निश्चित रूप फोन सिफारिश करूंगा। बजाय एमआई अन्य ब्रांड चयन आपको कीमत सुविधाएं मिलेंगी। मुझे फोन खरीदने पछतावा है।,1,anger,negative,blame
206,nice budget phone . like fingerprint reader way power button n obviously battery life good.,0,joy,positive,non-complaint
207,"faulty piece.. quality control blamed?? . phone received issues display.. colour quality different (as seen pic shared). thankfully amazon cc agreed replacement ,straightaway.",1,sadness,negative,disapproval
208,জাল এসডি কার্ড না। কুরিয়ারের এসডি কার্ড পেয়েছি। কার্ড রিডার ফোন পিসিতে করেছি। এমনকি কোথাও পড়ে না। যেহেতু বিদেশে আছি এমনকি বিনিময় প্রক্রিয়ায় না। মুহূর্তে সত্যিই অসুখী,1,sadness,negative,disapproval
209,waste money energy . burchased samsung evo plus dec - functioning worst product waste money :money_bag: useless product buy product,1,sadness,negative,disapproval
210,उत्कृष्ट उत्पाद। उत्पाद मजबूत है। बढ़िया दिखने वाला उत्पाद।,0,joy,positive,non-complaint
211,working nicely 4k recording . using 70mai a800 dual dashcam. working fine simultaneous front-4k rear fhd recording. issues far. good go for.,0,joy,positive,non-complaint
212,பிரைம் வாடிக்கையாளர்களிடம் அமேசான் ஏமாற்றி 1000 ரூபாய் கூடுதலாக வசூலித்தது அமேசான் பிரைம் பிரைம் வாடிக்கையாளர்களிடமிருந்து 1000 அதிகமாக வசூலித்துள்ளது சார்ஜரின் சார்ஜிங் திறன் குறைவாக இருப்பதால் முழு சார்ஜிங்கில் 3 மணிநேரம் முன் கேமரா நன்றாக இல்லை,1,joy,negative,accusation
213,"stay away crap. poor service support samsung delhi . stopped working 10 days samsung replacement policy worst, unable provide replacement 20 days despite many follow ups. poor service support samsung delhi supertron okhla replacement center memory card ssd delhi. even think buy product. wish could provide zero star.",1,sadness,negative,accusation
214,Samsung Galaxy M12 मेरी जरूरतों परफेक्ट मोबाइल साबित है। धन्यवाद। मेरी आवश्यकता एकदम सही मोबाइल है।,0,joy,positive,non-complaint
215,समग्र समीक्षा। शानदार बैटरी लाइफ वाला अच्छा बजट फोन। मैं आमतौर इस्तेमाल गेमिंग हूं क्योंकि मैं गेमिंग फोन खरीद महंगा है। मैं प्रतीत बिना अंतराल खेल खेल हूं मेरा मतलब जेनशिन इम्पैक्ट खेल है। मिलाकर पैसे अच्छी कीमत 810 12000 तहत अन्य बजट स्मार्टफोन तुलना कम रिज़ॉल्यूशन कारण कैमरा 910 कीमत तहत कैमरे गुणवत्ता अच्छी चिपसेट 810 कीमत तहत बैटरी 1010इस कीमत सर्वश्रेष्ठ मिलाकर710,1,other,neutral,no explicit reproach
216,कैमरा खराब है। अगर अच्छे कैमरे तलाश खरीदें। वास्तव उत्पाद निराश। मैं उत्पाद वापस चाहता हूं।,1,sadness,negative,disapproval
217,कम दाम ज्यादा वाला मोबाइल । . बैटरी लाइफ ठीक कैमरा बेहतर ।,0,joy,positive,non-complaint
218,"think front camera need improve samsung, m12 . front camera clear shoot picture. think improve front cameras samsung m12. also back cameras average. good pictures take m12. battery life good finger lock also good v good. mobile looking good pretty",1,sadness,negative,disapproval
219,नई क्रेटा फिट बैठता। नई क्रेटा पुराने बारे निश्चित हूं।,1,sadness,negative,no explicit reproach
220,transfer rate matters . looking micro sd card besk product find vfm . issue lag . thumbs up.;,0,sadness,positive,non-complaint
221,"buy, exchange . phone listed exchange models buying new phone means samsung delisted product. that's junk product samsung. amazon says exchange listed seller. buy amazon samsung. add money buy better products electronic junks sale especially mobile phones. sale period defective faulty units rolled otherwise new product cannot problems within month. buttons smart phone also important one goes bad missing parts. waste money even warranty - charge pickup drop travelling 10kms covid wasting half day queue disaster. that's samsung sales suffer mobile phone markets ------------------------------------------ within 20 days fingerprint scanner button stops working. initially looked good. seems reselling used phones work return window closed. amazon zero liability post return window dumped junk",1,disgust,negative,blame
222,మొబైల్ గుండె మీరు Samsung మెమరీ కార్డ్‌ని కొనుగోలు చేసేటప్పుడు నాణ్యత ప్రత్యేకంగా చెప్పనవసరం లేదు ఇది ఖచ్చితంగా పని చేస్తుంది పేర్కొన్న అన్ని కోణాలలో ఇది ఖచ్చితంగా పని చేస్తుందని నేను భావిస్తున్నాను,0,sadness,positive,non-complaint
223,battery backup . ordered parents loved it. camera ok battery backup amazing.,0,joy,positive,non-complaint
224,ମେମୋରୀ କାର୍ଡ ଭଲ କରେ  । ପ୍ରଥମେ ୱାରେଣ୍ଟି ମେମୋରୀ କାର୍ଡ ମୋତେ ପଠାଗଲା  ଅଭିଯୋଗ କରିବା ବିକ୍ରେତା ୱାରେଣ୍ଟିରେ ଏକ ମେମୋରୀ କାର୍ଡ ପଠାଇଲେ  ଭୁଲ୍ କେଉଁଠାରେ ଥିଲା ମୁଁ ଜାଣେ ନାହିଁ  ଯାହା ବି ହେଉ ମେମୋରୀ କାର୍ଡ ମୋ ମୋଟୋ G4 ପ୍ଲସ୍ ସହିତ ଭଲ କରେ ,0,sadness,positive,non-complaint
225,poor front camera quality . worthy mobile. con's. samsung provided normal travel adapter charging. take almost 2-3 hours get full. front camera much good. disappointed this. trasperant case provided. mobile every one provide. samsung providing this.,1,sadness,negative,non-complaint
226,good . bagunadi,0,joy,positive,non-complaint
227,"works like gem rn5p . samsung product especially sdxc memory card segment top notch. 128 gb sdxc memory card exception. works like gem rn5p. however product like almost others dynamic pricing strategy. bought 3299/- june. however amazon prime sale 16th july onwards, dropped 2799/-. time writing review 2999/-. inspite fluctuations price, sdxc memory card great addition especially take lots pictures videos.",1,sadness,positive,disapproval
228,"awesome product . awesome product, read write speed awesome... original product received thanks amazon...",0,joy,positive,non-complaint
229,"12 review . speed ok working, since 6 gb ram. battery good. display also, ok. normal data processing work lime share trading, using excel, word.., small types editing, ...., system enough, intend shooting , enough. camera seems 48 mp. front camera ok.",1,sadness,negative,disapproval
230,জাল এক 15 19 এমবিসেকেন্ড পাচ্ছি। রাস্পবেরি পাই চেয়েছিলেন। নিশ্চিত টাকা নষ্ট,1,sadness,negative,accusation
231,sim network . सिमकार्ड नेटवर्क चला जाते नही हर बार फ्लाइट मोड ऑन करके ऑफ पड़ता,1,sadness,negative,disapproval
232,works well copyies data speed around 25 mbps good micro sd card. . works really well. use procus iris dashcam dotn face issues,0,sadness,positive,non-complaint
233,अपेक्षित वर्णन बताया है। फास्ट चार्जिंग चार्जर खराब बैटरी लाइफ अपेक्षित कैमरा क्वालिटी ज्यादा,1,sadness,negative,disapproval
234,"less storage samsung claims . company claims give 127 gb saying 1gb could used system use 119 gb actual space available. people, may matter people like matters lot. edit review 3 months give overall experience enough use.",1,joy,positive,disapproval
235,போன் சூடாகிறது இன்றுதான் போன் கிடைத்தது விரும்பும் அப்ளிகேஷன்களை இன்ஸ்டால் செய்யும்போது போன் சூடாகிறது முற்றிலும் அதிர்ச்சியூட்டும் ஹெட்ஃபோன் போர்ட் எதுவும் இல்லை,1,sadness,negative,disapproval
236,fake sd card . found seal opened (photo attached) use pc found lot folders files. someone used sd card sell amazon.,1,sadness,negative,accusation
237,"nice slim phone . budget phone. found network issue. camera nice, display also good. back side smooth shiney. need back cover. charging cable short.",1,joy,positive,disapproval
238,"face detector slow, camera mention . sometimes laggs, face unlock slow, camera quality mentioned. fingerlock good, battery good. automatic brightness function good. paisa kam ho hi lena.",1,sadness,negative,disapproval
239,virus free superb speed water resistant. . data transfer fast hd full hd video added quiqly phone memory sd card computer sd card.its10 power water proof warranty samsung always use samsung product long time use.,0,sadness,positive,non-complaint
240,বিনামূল্যের অ্যাডাপ্টার বিক্রি করে।  ন্যায্য মূল্যে ভাল মেক সবাই জানে মাইক্রো এসডি কার্ড অ্যাডাপ্টারের প্রয়োজন Samsung আসলে প্যাকেটে অন্তর্ভুক্ত করে৷ প্রস্তাবিত,0,joy,positive,non-complaint
241,ধরনের ফাইল কপি করেছি এমনকি পড়ার গতি 20 MB দিচ্ছে না।  মিডিয়া লোড যায়নি প্রোডাক্টের লেখা 100 এমবিপিএস স্পিড দেবে 60 এমবিপিএস লেখার গতি দেবে 20 এমবিপিএস দিচ্ছে 15 20 এমবিপিএস লেখার গতি দিচ্ছে খারাপ ধরণের ফাইল কপি করেছি এটিও পড়ার গতি 20MB দিচ্ছে টাকা নষ্ট,1,sadness,negative,disapproval
242,"slim design light weight super amoled display awesome, . fingerprint work nicely, comes easily pocekt ! heating issues , nice features phone battery backup need improve camera quality nice could better price range",1,joy,positive,disapproval
243,"nice cozy phone ....value money brand. . please note phone heavy hell, credits 6000mah. else everything good considering value, yeah expect much display.",1,sadness,negative,disapproval
244,"worst service samsung amazon . media could loaded. worst product, hanging issues days seen display issue like paralleln lines middle display,like attached videos reference.",1,sadness,negative,disapproval
245,"50-50 happy . maine ye cell 17 ko order diya aur 19 ko mujhe recive hua. 3days use karne ke baad mera review- phone ka camera aur battery super hai, screen size bhi pocket friendly hai, battery backups almost 2days. mujhe isme kuch basic kamiyan lagi jo prise range nahi hona chahiye, jaise aap net ka speed screen nahi dekh sakte kyunki setting option hi nahi hai, isme net bhi slow chal raha hai. speed show nahi hone se pata hi nahi chalta ki problem cell hai ya sim network me. mere likhane cell idea 4g ka speed achha tha leki. isme nahi hai. overall mujhe bahut jyada khushi nahi hui cell se, jabki maine samsung ka naam dekh kar m12 purchase kiya. please samsung dhyan de.",1,sadness,neutral,disapproval
246,"mg hector . writing regards experience mg hector. firstly product finish good glossy complains there. issue ring size universal might cause issue start button itself, case clearly sticking button bit dashboard circle around start button bit inset, adhesion great. also, wiper lever close button way open ""head"" clearly press button (this might differ others depending streering tilt) , even max tilt difficult. bottom ""head"" sharp egdes make base iron man helmet. imagine vampire teeth poking put finger them, definitely scratch haste. overall found product suitable daily use scoring given basis finish quality only. adhesive tape could better.",1,sadness,negative,disapproval
247,"paisa wasool phone last 3-4 years . pros design-simple , good looking slim phone blue colour preferable camera-excellent price battery-one day normal useage screen-super amoled with120hz build-plastic back (comfortable ) speakers-single speaker clear loud sound 5g-supports 5g future ready. privacy-supports knox features.have inbuilt samsung pay,secure folder etc. android version-11 box cons performance-easily handle day day tasks performance mark .may future get better performance security updates. bloatware/kachra-tons unwanted apps useful atleast .but u uninstall single click charger-15w given box.should given 25 w supports 25 w price-too costly.price ie- 21999. conclusion samsung fan brand coscious go disappoint u u many ktger options avilable.but u spent amount go best phone series cons.",1,joy,positive,disapproval
248,"amazing product, price little high thought . micro sd card usefull product phone storage. felt price little higher side.",1,joy,positive,disapproval
249,monster battery :battery: . awesome battery life - summer face load shading issues unable charge phone need carry power bank face problems full uses given days battery backup.,0,joy,positive,non-complaint
250,excellent . good micro sd card company world used many companies sd card samsung evo plus best .....,0,joy,positive,non-complaint
251,waste product bekar ek dam . bhot bekar sd card image save external storage karne pe hi images internal storage save hoti hai.।।। abhi chla hi nhi ek br phir nikal ke lagaya tb chla se pehle mere pass thosiba ka memory card vo bhot acha lga mujhe year ho gye abhi bhi okk ek dam uski image external hi save ho rhi hai.।। bhot jayda bekar samsung le ke galti kr diya,1,sadness,negative,disapproval
252,भारी . मोबाइल भारी समय समय हैग,1,sadness,negative,disapproval
253,சிறந்த தொலைபேசி ஆனால் பிரதம உறுப்பினருக்கு 1000 இழப்பு கிடைத்தது ப்ரோஸ் சிறந்த டிஸ்ப்ளே மென்மையானது சாம்சங் UI சிறந்தது பின்புற கேமராவும் நல்லது மொபைல் மெலிதானது குறைந்த எடை தீமைகள் 15 w சார்ஜர் விலை வரம்பில் 25k மொத்த ஃபோனை முழுமையாக சார்ஜ் செய்ய சரியாக மணிநேரம் சிறந்தது,1,joy,positive,disapproval
254,अच्छा बजट फोन। अच्छा बजट अनुकूल अच्छा फोन,0,joy,positive,non-complaint
255,expensive compare flipkart . phone good phone price 11220 however amazon @ 11499. why?,1,sadness,negative,no explicit reproach
256,आवाज गुणवत्ता खराब विशेष रूप स्पीकर पर। मोबाइल प्रदर्शन गुणवत्ता सैमसंग अनुभव अनुसार आवाज गुणवत्ता खराब,1,sadness,negative,disapproval
257,कम बजट अच्छा उत्पाद। मीडिया लोड सका। मुझे उत्पाद छूट 9k मिला। फिंगरप्रिंट सेंसर खराब जबकि बैटरी कैमरा ठीक है। स्क्रीन फ़ंक्शन समय पिछड़ जाता नवीनतम अपडेट बग हल जाते,1,sadness,negative,disapproval
258,ಬಜೆಟ್ ಸ್ನೇಹಿ ವೇಗವಾಗಿ ಬರೆಯುವ ಓದುವ ವೇಗ,0,joy,positive,non-complaint
259,write read speed slow. . storage capacity 119 gb. write speed 18 mb/s real speed 74 mb/s. bad performance :pensive_face: samsung original logo sd card,1,sadness,negative,disapproval
260,go samsung product . stoped working properly days samsung good service ask call another ask call another make fool bad review samsung brand hate samsung suggest go brand instead samsung,1,sadness,negative,blame
261,good configuration phone . phone configuration good. light weight main positive factor noticed. camera sound mark. 1k extra cost prime users really disappointing :thumbs_down:.,1,joy,positive,disapproval
262,असंतुष्ट मिला।  मीडिया लोड सका। सैमसंग गैलेक्सी M12 स्क्रीन क्षतिग्रस्त पाया गया।शिपिंग मैंने फोन चालू मिनटों फोन डिस्प्ले धुंधला फोन स्क्रीन क्षतिग्रस्त पाई गई।,1,disgust,negative,disapproval
263,बढ़िया। अच्छा उत्पाद। खासतौर बच्चे smilingfacewithsmilingeyes सवारी समय पसंद करेंगे,0,joy,positive,non-complaint
264,mobile quality average . 1) look feel mobile good little heavier due 6000 mah battery. 2) camera quality good slow - takes time save picture. 3) fingerprint reader good. 4) overall performance slower. 5) battery support - days normal use.,1,sadness,negative,disapproval
265,32gb EVO ప్లస్ Samsung SD కార్డ్ నేను దీన్ని నా samsung galaxy A6 ఫోన్ కోసం కొనుగోలు చేసాను మెమరీ కార్డ్‌ని ఇన్‌స్టాల్ చేయడం సులభం ఇది 32GB మెమరీ కార్డ్‌ని చూపుతుంది ఇది 28 GB నిల్వ స్థలాన్ని ఇస్తుంది,1,sadness,neutral,disapproval
266,ఉత్తమ మెమరీ కార్డ్ నేను 32GB మెమరీని కలిగి ఉన్న నా మొబైల్ కోసం కొనుగోలు చేసాను ప్రయాణ సమయంలో ఫోటో  నిరంతర వీడియో షూటింగ్‌తో దీన్ని ఉపయోగించారు ఇబ్బందులు లేవు,0,sadness,positive,non-complaint
267,good product opportunistic pricing . material cost increase storage capacity much price does. pricing needs affordable & reasonable.,1,joy,positive,disapproval
268,প্রস্তাবিত। দুবার কেনা হয়েছে। গতি ভালো। গতির ভিত্তিতে Samsung sandsk lxar kingston মেজরগুলির বেছে পারবেন না। স্থায়িত্ব সম্পর্কে স্যান্ডস্কের খারাপ অভিজ্ঞতা আছে। দুবার। কারণেই স্যামসাং সুপারিশ করেছে। অর্থের মূল্যের কারণে এক তারকা কম। অ্যাডাপ্টার ঐচ্ছিক 100 টাকা উচিত। কম,1,sadness,negative,disapproval
269,স্যামসাং মেমরি কার্ড। ফাইল স্থানান্তর প্রক্রিয়াকরণে ধীর। ব্র্যান্ডের মেমরি কার্ড খুঁজতে চাই।,1,sadness,negative,disapproval
270,ভাল পণ্য কার্ডটি  স্যামসাং এসডি কার্ড প্রমাণীকরণকারী ইউটিলিটি কার্ডটি প্রমাণীকরণ করেছি স্যামসাং পণ্য যাচাই  64 গিগাবাইট ভেরিয়েন্ট কিনেছিলাম 585 জিবি খালি জায়গা সম্পূর্ণভাবে বরাদ্দ পরীক্ষা করেছিলাম ফাইল মেমরি কার্ড সফলভাবে ডেটা ক্ষতি ছাড়াই ফাইল কপি করেছে।,0,joy,positive,non-complaint
271,camera quality build quality per specifications . camera quality per expectation. seperate external memory slot available. separate head phone port available. headphone provided.,1,sadness,negative,disapproval
272,average good performance . fingerprint reader battery life good front camera quality good see average performance :thumbs_up::thumbs_up::thumbs_up:,1,sadness,negative,disapproval
273,overall good phone price . overall look phone good. features available pricing excellent camera quailty bit disappointing specially front camera. button option many missing available button menu lot features also missing camera. battery life good listening music watching movies day long games . overall good phone given price range happy samsung mobile fan,0,joy,positive,non-complaint
274,10వ తరగతి SD కార్డ్‌లను కొనుగోలు చేయండి క్లాస్ 10 ప్రాథమికంగా అది వేగంగా డౌన్‌లోడ్ అవుతుంది క్లాస్ 4 అద్భుతంగా వ్రాసే వేగంతో 29 MBS వరకు ఫైల్‌లను వేగంగా తెరుస్తుంది 10 సంవత్సరాల వారంటీ ఉంది,0,sadness,positive,non-complaint
275,मिलाकर प्रदर्शन अच्छा है। मैं फोन दिन इस्तेमाल हूं आधार मैं सिर्फ फीडबैक दे हूं। 1 फ़िंगरप्रिंट रीडर अन्य एंड्रॉइड फोन तुलना अलग फ़िंगरप्रिंट पता लगाने समय लगता है। रियर कैमरा क्वालिटी अच्छी 48 मेगा पिक्सल है। 3 बैटरी बैकअप अच्छा धीरेधीरे चार्ज है। 4 कीमत मिलाकर प्रदर्शन अच्छा है।,1,sadness,negative,disapproval
276,अच्छा बजट फोन। 95k मिला 9k हकदार क्योंकि अन्य ब्रांड फोन इतनी कीमत बेच हैं। बैटरी बैकअप खरीदने प्राथमिक कारण है। 48 एमपी कैमरा अच्छी क्वालिटी तस्वीरें देता है। सिर्फ इतना उन्होंने वास्तव छवि गुणवत्ता सुधार किए बिना कैमरे एमपी बढ़ाकर नकली बना है। 4 कैमरा बेकार है। केवल कैमरे उपयोग करेगा। इसलिए 4 औसत कैमरे देने बजाय अच्छी गुणवत्ता वाला सिर्फ कैमरा देना बेहतर है।,1,sadness,negative,disapproval
